scenario_id,ts,data_quality_score,null_row_count,total_row_count,in_gap,_reason
INC_004,2024-01-08T00:00:00+00:00,0.985,0,200,False,normal
INC_004,2024-01-08T01:00:00+00:00,0.9925,0,200,False,normal
INC_004,2024-01-08T02:00:00+00:00,0.9665,0,200,False,normal
INC_004,2024-01-08T03:00:00+00:00,0.9825,0,200,False,normal
INC_004,2024-01-08T04:00:00+00:00,0.9895,0,200,False,normal
INC_004,2024-01-08T05:00:00+00:00,0.9745,0,200,False,normal
INC_004,2024-01-08T06:00:00+00:00,0.969,0,200,False,normal
INC_004,2024-01-08T07:00:00+00:00,0.95,0,200,False,normal
INC_004,2024-01-08T08:00:00+00:00,0.955,0,200,False,normal
INC_004,2024-01-08T09:00:00+00:00,0.991,0,200,False,normal
INC_004,2024-01-08T10:00:00+00:00,0.9855,0,200,False,normal
INC_004,2024-01-08T11:00:00+00:00,0.987,0,200,False,normal
INC_004,2024-01-08T12:00:00+00:00,0.966,0,200,False,normal
INC_004,2024-01-08T13:00:00+00:00,0.98,0,200,False,normal
INC_004,2024-01-08T14:00:00+00:00,0.9905,0,200,False,normal
INC_004,2024-01-08T15:00:00+00:00,0.993,0,200,False,normal
INC_004,2024-01-08T16:00:00+00:00,0.9815,0,200,False,normal
INC_004,2024-01-08T17:00:00+00:00,0.9685,0,200,False,normal
INC_004,2024-01-08T18:00:00+00:00,0.9595,0,200,False,normal
INC_004,2024-01-08T19:00:00+00:00,0.9635,0,200,False,normal
INC_004,2024-01-08T20:00:00+00:00,0.9965,0,200,False,normal
INC_004,2024-01-08T21:00:00+00:00,0.9765,0,200,False,normal
INC_004,2024-01-08T22:00:00+00:00,0.964,0,200,False,normal
INC_004,2024-01-08T23:00:00+00:00,0.959,0,200,False,normal
INC_004,2024-01-09T00:00:00+00:00,0.9555,0,200,False,normal
INC_004,2024-01-09T01:00:00+00:00,0.9705,0,200,False,normal
INC_004,2024-01-09T02:00:00+00:00,0.967,0,200,False,normal
INC_004,2024-01-09T03:00:00+00:00,0.955,0,200,False,normal
INC_004,2024-01-09T04:00:00+00:00,0.9955,0,200,False,normal
INC_004,2024-01-09T05:00:00+00:00,0.9535,0,200,False,normal
INC_004,2024-01-09T06:00:00+00:00,0.966,0,200,False,normal
INC_004,2024-01-09T07:00:00+00:00,0.982,0,200,False,normal
INC_004,2024-01-09T08:00:00+00:00,0.9525,0,200,False,normal
INC_004,2024-01-09T09:00:00+00:00,0.963,0,200,False,normal
INC_004,2024-01-09T10:00:00+00:00,0.9905,0,200,False,normal
INC_004,2024-01-09T11:00:00+00:00,0.992,0,200,False,normal
INC_004,2024-01-09T12:00:00+00:00,0.97,0,200,False,normal
INC_004,2024-01-09T13:00:00+00:00,0.958,0,200,False,normal
INC_004,2024-01-09T14:00:00+00:00,0.971,0,200,False,normal
INC_004,2024-01-09T15:00:00+00:00,0.9995,0,200,False,normal
INC_004,2024-01-09T16:00:00+00:00,0.975,0,200,False,normal
INC_004,2024-01-09T17:00:00+00:00,0.956,0,200,False,normal
INC_004,2024-01-09T18:00:00+00:00,0.9725,0,200,False,normal
INC_004,2024-01-09T19:00:00+00:00,0.951,0,200,False,normal
INC_004,2024-01-09T20:00:00+00:00,0.9865,0,200,False,normal
INC_004,2024-01-09T21:00:00+00:00,0.956,0,200,False,normal
INC_004,2024-01-09T22:00:00+00:00,0.959,0,200,False,normal
INC_004,2024-01-09T23:00:00+00:00,0.9605,0,200,False,normal
INC_004,2024-01-10T00:00:00+00:00,0.978,0,200,False,normal
INC_004,2024-01-10T01:00:00+00:00,0.984,0,200,False,normal
INC_004,2024-01-10T02:00:00+00:00,0.9685,0,200,False,normal
INC_004,2024-01-10T03:00:00+00:00,0.993,0,200,False,normal
INC_004,2024-01-10T04:00:00+00:00,0.9565,0,200,False,normal
INC_004,2024-01-10T05:00:00+00:00,0.9795,0,200,False,normal
INC_004,2024-01-10T06:00:00+00:00,0.9685,0,200,False,normal
INC_004,2024-01-10T07:00:00+00:00,0.9635,0,200,False,normal
INC_004,2024-01-10T08:00:00+00:00,0.955,0,200,False,normal
INC_004,2024-01-10T09:00:00+00:00,0.9595,0,200,False,normal
INC_004,2024-01-10T10:00:00+00:00,0.9595,0,200,False,normal
INC_004,2024-01-10T11:00:00+00:00,0.989,0,200,False,normal
INC_004,2024-01-10T12:00:00+00:00,0.9865,0,200,False,normal
INC_004,2024-01-10T13:00:00+00:00,0.9645,0,200,False,normal
INC_004,2024-01-10T14:00:00+00:00,0.973,0,200,False,normal
INC_004,2024-01-10T15:00:00+00:00,0.991,0,200,False,normal
INC_004,2024-01-10T16:00:00+00:00,0.954,0,200,False,normal
